municipio;_gama_camara;_mamografo_com_comando_simples;_mamografo_com_estereotaxia;_raio_x_ate_100_ma;_raio_x_de_100_a_500_ma;_raio_x_mais_de_500ma;_raio_x_dentario;_raio_x_com_fluoroscopia;_raio_x_para_densitometria_ossea;_raio_x_para_hemodinamica;_tomógrafo_computadorizado;_ressonancia_magnetica;_ultrassom_doppler_colorido;_ultrassom_ecografo;_ultrassom_convencional;_processadora_de_filme_exclusiva_para_mamografia;_mamografo_computadorizado;_pet_ct;_endoscopio_das_vias_respiratorias;_endoscopio_das_vias_urinarias;_endoscopio_digestivo;_equipamentos_para_optometria;_laparoscopio_video;_microscopio_cirurgico;_cadeira_oftalmologica;_coluna_oftalmologica;_refrator;_lensometro;_projetor_ou_tabela_de_optotipos;_retinoscopio;_oftalmoscopio;_ceratometro;_tonometro_de_aplanacao;_biomicroscopio_lampada_de_fenda;_campimetro;_eletrocardiografo;_eletroencefalografo;_bomba_balao_intra_aortico;_bomba_de_infusao;_berço_aquecido;_bilirrubinometro;_debitometro;_desfibrilador;_equipamento_de_fototerapia;_incubadora;_marcapasso_temporario;_monitor_de_ecg;_monitor_de_pressao_invasivo;_monitor_de_pressao_nao_invasivo;_reanimador_pulmonar_ambu;_respirador_ventilador;_aparelho_de_diatermia_por_ultrassom_ondas_curtas;_aparelho_de_eletroestimulacao;_bomba_de_infusao_de_hemoderivados;_equipamentos_de_aferese;_equipamento_de_circulacao_extracorporea;_equipamento_para_hemodialise;_forno_de_bier;total
"411410 Mandaguaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;1;-;-;-;-;4;-;2;5;-;-;-;-;2;17
"411460 Marechal Cândido Rondon";-;1;-;2;2;-;-;1;-;-;1;-;1;2;-;-;-;-;1;1;2;-;1;2;-;-;-;-;-;-;-;-;-;-;-;3;-;-;2;1;-;-;2;4;4;-;7;-;3;6;6;-;-;-;-;-;-;-;55
"411480 Marialva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;8;-;-;-;-;1;11
"411520 Maringá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;2;5;-;-;-;-;1;-;-;-;12
"411530 Mariópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;3
"411560 Matelândia";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;4
"411570 Matinhos";-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;4;-;-;-;-;2;-;-;4;14;-;-;-;-;-;33
"411580 Medianeira";-;1;-;3;3;1;-;1;-;-;1;2;1;3;3;-;-;-;-;1;2;3;2;4;-;-;-;-;-;-;-;-;-;-;-;8;1;-;31;9;-;-;14;5;6;-;29;6;30;57;21;4;7;-;-;-;-;1;260
"411605 Missal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;4
"411610 Moreira Sales";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2;-;-;2;1;2;-;2;-;2;2;2;1;3;-;-;-;-;3;24
"411620 Morretes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;6
"411690 Nova Esperança";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;1;-;1;-;3;6;1;2;6;-;-;-;-;1;26
"411695 Nova Esperança do Sudoeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;1;1;-;1;-;5;5;-;-;-;-;-;-;-;-;17
"411725 Nova Prata do Iguaçu";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;2;-;-;-;1;5;-;-;-;-;-;-;-;-;12
"411730 Ortigueira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"411770 Palmeira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"411790 Palotina";-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;4;2;-;-;1;2;2;1;3;-;3;8;2;1;3;-;-;-;-;1;42
"411800 Paraíso do Norte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;6;-;-;-;-;-;9
"411810 Paranacity";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"411820 Paranaguá";-;1;-;-;5;-;-;1;1;-;3;2;5;3;5;-;1;-;1;-;5;5;5;2;1;1;2;1;1;1;2;2;1;1;1;9;3;-;19;4;-;-;9;3;4;-;10;-;1;12;7;22;34;-;-;-;27;7;230
"411840 Paranavaí";-;4;2;2;4;2;2;-;-;-;2;1;4;5;4;4;-;-;2;2;3;1;2;3;1;1;1;1;2;1;-;-;-;-;-;8;4;-;9;5;-;-;11;2;8;1;7;7;1;15;10;17;40;-;-;-;37;3;241
"411915 Pinhais";1;2;-;-;4;1;1;-;1;-;1;1;2;5;1;2;1;-;1;-;5;-;1;1;-;-;-;-;-;-;-;-;-;-;-;5;-;-;13;9;-;-;11;5;7;-;10;4;15;11;9;5;11;4;25;-;-;4;179
"411920 Pinhalão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
"411930 Pinhão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"411950 Piraquara";-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;1;-;2;12;1;-;-;-;-;-;-;3;26
"411960 Pitanga";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;7;-;-;-;-;-;13
"411980 Planalto";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;1;-;2;-;1;-;-;2;-;-;-;-;-;-;-;-;11
"411990 Ponta Grossa";2;7;3;10;8;5;1;3;3;2;9;8;17;10;17;6;-;-;4;3;10;1;6;6;2;2;2;1;2;3;3;2;1;2;-;33;7;2;356;50;3;-;52;30;36;9;114;30;26;233;120;2;4;-;-;2;42;1;1313
"411995 Pontal do Paraná";-;1;-;-;1;1;-;-;1;-;-;-;1;1;-;-;-;-;-;1;-;1;-;-;1;2;2;1;2;1;1;1;1;2;-;1;-;-;2;-;-;-;2;-;-;-;2;-;5;4;1;3;5;-;-;-;-;-;47
"412035 Pranchita";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;1;1;1;-;1;-;4;2;-;-;-;-;-;-;-;-;15
"412060 Prudentópolis";-;-;-;2;2;1;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;6;-;-;3;4;6;-;2;-;-;19;2;-;-;-;-;-;-;1;54
"412090 Quedas do Iguaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"412150 Rebouças";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;2
"412190 Ribeirão do Pinhal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"412200 Rio Azul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;3
"412240 Rolândia";-;2;-;1;4;-;1;-;-;-;2;-;1;3;5;2;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4;1;-;36;2;-;-;6;-;2;-;2;12;5;15;4;5;3;-;-;-;40;8;169
"412260 Rondon";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5;-;-;-;-;1;7
"412300 Salto do Lontra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;1;-;-;3;-;-;-;-;-;-;-;-;8
"412330 Santa Cruz de Monte Castelo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;6;-;-;-;-;1;12
"412350 Santa Helena";-;-;-;-;1;1;-;-;-;-;-;-;-;2;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;2;3;3;1;3;2;4;4;2;-;-;-;-;-;-;-;34
"412370 Santa Isabel do Ivaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;5;-;-;-;-;1;10
"412405 Santa Terezinha de Itaipu";-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"412410 Santo Antônio da Platina";-;-;-;-;2;-;-;-;-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;1;-;24;2;-;-;3;-;4;-;8;1;12;27;6;6;10;1;-;-;11;8;135
"412440 Santo Antônio do Sudoeste";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;1;-;-;1;-;6;7;1;-;-;-;-;-;-;-;23
"412520 São Jorge d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;1;2;-;-;-;7;4;-;-;-;-;-;-;-;-;18
"412545 São José das Palmeiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;3
"412555 São Manoel do Paraná";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;-;-;5
"412560 São Mateus do Sul";-;-;-;1;1;1;1;-;-;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;4;-;-;2;1;3;-;3;-;1;2;2;-;-;2;-;-;-;-;30
"412570 São Miguel do Iguaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;3;3;-;-;-;-;-;8
"412600 São Sebastião da Amoreira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;6;-;-;-;-;-;9
"412625 Sarandi";-;2;-;2;3;2;-;-;-;1;2;-;2;-;3;1;-;-;1;1;2;2;1;1;-;-;-;-;-;-;-;-;-;-;-;4;2;-;94;6;-;-;6;10;13;-;6;5;29;49;27;1;-;-;-;-;-;1;279
"412660 Siqueira Campos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"412680 Tapejara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;4;-;3;-;-;1;12
"412710 Telêmaco Borba";-;1;-;-;2;1;-;-;2;-;1;2;2;2;2;1;1;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4;-;-;15;2;-;-;6;3;5;1;16;3;12;18;6;-;-;-;-;-;22;-;133
"412730 Terra Rica";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;6;37;-;-;-;-;1;47
"412740 Terra Roxa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;1;1;1;-;1;-;-;3;1;-;1;-;-;-;-;-;12
"412750 Tibagi";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;3;-;-;1;-;2;-;1;-;12;4;1;-;-;-;-;-;-;-;27
"412770 Toledo";-;6;-;-;5;5;-;2;4;1;4;2;11;3;7;4;-;-;-;-;6;1;4;2;-;-;-;-;-;-;-;-;-;-;-;6;2;1;17;3;1;-;13;3;3;2;17;2;14;31;8;3;8;1;-;-;11;4;217
"412780 Tomazina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;1;5
"412790 Tuneiras do Oeste";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"412795 Tupãssi";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;-;-;-;2;1;-;-;-;-;-;-;-;8
"412810 Umuarama";-;1;-;1;1;-;1;-;-;1;1;1;1;-;3;1;-;-;5;1;5;-;4;1;-;-;-;-;-;-;-;-;-;-;-;25;1;-;75;-;-;-;13;-;-;1;1;10;10;14;22;-;-;2;-;1;2;-;205
"412820 União da Vitória";-;3;-;4;6;1;-;1;2;-;3;1;4;2;3;2;-;-;1;2;2;-;2;3;-;-;-;-;-;-;-;-;-;-;-;7;2;-;43;18;-;-;8;6;17;4;23;4;17;36;24;7;9;-;-;1;18;4;290
"412853 Ventania";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"412855 Vera Cruz do Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;3
"412860 Verê";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;1;-;2;-;-;5;-;-;-;-;-;-;-;-;11
"412850 Wenceslau Braz";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;-;1;-;-;2;-;3;2;-;-;-;-;2;15
"420020 Agrolândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"420040 Água Doce";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;2;-;-;-;1;2;-;-;-;-;2;3;2;4;-;-;-;-;-;22
"420070 Alfredo Wagner";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;1;-;-;1;-;-;-;1;-;10;5;1;-;-;-;-;-;-;-;24
"420090 Angelina";-;-;-;-;1;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;1;1;-;2;-;1;2;-;-;-;-;-;-;-;-;15
"420100 Anita Garibaldi";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;1;-;-;-;-;-;-;-;1;8
"420110 Anitápolis";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;1;-;1;-;-;-;1;1;1;-;-;-;-;1;11
"420127 Arabutã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;2;-;-;-;2;-;1;3;1;-;-;-;-;-;-;-;12
"420140 Araranguá";-;-;-;-;2;-;-;-;-;-;1;-;1;2;-;-;-;-;-;-;1;1;-;1;1;1;1;-;1;1;1;1;1;1;1;4;-;-;92;9;1;-;7;3;5;1;3;-;23;98;15;2;2;-;-;-;-;-;284
"420190 Aurora";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"420200 Balneário Camboriú";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;1;1;1;-;1;1;1;-;-;-;-;-;-;-;10
"420240 Blumenau";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;1;1;1;-;1;1;1;-;-;-;-;-;-;-;10
"420260 Bom Retiro";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;1;2;-;2;-;1;4;1;-;-;-;-;-;-;-;16
"420280 Braço do Norte";1;1;-;-;2;-;-;-;-;-;1;-;2;-;-;1;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;-;-;6;6;-;-;2;3;3;-;5;3;3;10;3;-;-;-;-;-;-;-;58
"420300 Caçador";-;1;-;-;1;-;-;-;-;-;1;1;-;1;-;1;-;-;2;1;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;4;1;-;25;4;-;-;2;2;5;2;8;22;17;19;13;-;-;-;-;-;3;-;140
"420340 Campo Belo do Sul";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;1;9
"420350 Campo Erê";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;1;3;-;1;-;-;4;1;-;-;-;-;-;-;-;16
"420360 Campos Novos";-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;6;-;-;4;4;2;-;3;-;-;12;4;-;-;-;-;-;-;-;42
"420390 Capinzal";-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;4;5;4;-;4;-;-;7;3;-;-;-;-;-;-;-;35
"420410 Caxambu do Sul";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;2;-;-;-;-;-;-;-;-;8
"420440 Coronel Freitas";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;1;-;1;-;2;-;1;3;2;-;-;1;-;-;-;-;15
"420460 Criciúma";-;-;-;-;2;-;-;-;-;-;-;-;2;1;1;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;1;20;48;13;-;-;7;8;14;1;16;1;11;22;19;-;-;20;-;-;-;-;212
"420480 Curitibanos";-;-;-;3;2;1;1;1;-;-;-;-;2;2;-;-;-;-;1;-;-;-;1;2;-;-;-;-;-;-;1;-;-;-;1;7;1;-;111;10;-;-;10;6;18;2;23;-;23;30;19;-;-;1;-;-;1;9;289
"420540 Florianópolis";-;1;1;-;19;1;8;3;-;1;5;1;15;9;4;2;-;-;10;1;10;2;12;15;4;7;6;3;6;11;39;1;5;8;2;33;10;-;859;53;2;2;101;33;53;11;36;188;272;193;160;2;10;339;1;-;30;-;2600
"420550 Fraiburgo";-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;15;2;-;-;6;3;1;-;1;-;5;13;1;-;-;-;-;-;-;-;51
"420570 Garopaba";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"420660 Guarujá do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;1;1;-;1;-;1;5;-;-;-;-;1;-;-;-;14
"420690 Ibirama";-;-;-;2;1;-;-;1;-;-;1;-;-;1;2;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;3;-;-;-;-;5;1;-;120;4;-;-;7;2;2;1;1;7;7;45;13;-;-;-;-;-;-;-;228
"420730 Imbituba";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;5;2;-;-;7;1;1;1;3;-;9;15;6;-;-;-;2;-;-;-;58
"420780 Irani";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;3
"420840 Itapiranga";-;-;-;1;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;2;-;-;1;1;3;-;2;-;4;6;1;1;1;-;-;-;-;-;29
"420870 Jacinto Machado";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;1;-;-;2;-;2;-;2;-;-;2;1;-;-;-;-;-;-;-;15
"420890 Jaraguá do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;1;1;1;-;1;1;1;-;-;-;-;-;-;-;10
"420900 Joaçaba";-;1;-;-;2;3;-;-;-;-;2;1;1;-;4;2;-;-;1;-;2;-;3;1;-;-;-;-;-;-;-;-;-;-;-;9;-;-;121;5;-;-;12;2;4;5;38;4;11;42;14;-;-;-;-;-;23;-;313
"420910 Joinville";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;1;1;1;-;1;1;1;-;-;-;-;-;-;-;10
