municipio;_gama_camara;_mamografo_com_comando_simples;_mamografo_com_estereotaxia;_raio_x_ate_100_ma;_raio_x_de_100_a_500_ma;_raio_x_mais_de_500ma;_raio_x_dentario;_raio_x_com_fluoroscopia;_raio_x_para_densitometria_ossea;_raio_x_para_hemodinamica;_tomógrafo_computadorizado;_ressonancia_magnetica;_ultrassom_doppler_colorido;_ultrassom_ecografo;_ultrassom_convencional;_processadora_de_filme_exclusiva_para_mamografia;_mamografo_computadorizado;_pet_ct;_endoscopio_das_vias_respiratorias;_endoscopio_das_vias_urinarias;_endoscopio_digestivo;_equipamentos_para_optometria;_laparoscopio_video;_microscopio_cirurgico;_cadeira_oftalmologica;_coluna_oftalmologica;_refrator;_lensometro;_projetor_ou_tabela_de_optotipos;_retinoscopio;_oftalmoscopio;_ceratometro;_tonometro_de_aplanacao;_biomicroscopio_lampada_de_fenda;_campimetro;_eletrocardiografo;_eletroencefalografo;_bomba_balao_intra_aortico;_bomba_de_infusao;_berço_aquecido;_bilirrubinometro;_debitometro;_desfibrilador;_equipamento_de_fototerapia;_incubadora;_marcapasso_temporario;_monitor_de_ecg;_monitor_de_pressao_invasivo;_monitor_de_pressao_nao_invasivo;_reanimador_pulmonar_ambu;_respirador_ventilador;_aparelho_de_diatermia_por_ultrassom_ondas_curtas;_aparelho_de_eletroestimulacao;_bomba_de_infusao_de_hemoderivados;_equipamentos_de_aferese;_equipamento_de_circulacao_extracorporea;_equipamento_para_hemodialise;_forno_de_bier;total
"313080 Ingaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313090 Inhapim";-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;3;-;-;-;-;-;8
"313110 Inimutaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
"313115 Ipaba";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;-;-;-;-;-;-;7
"313120 Ipanema";-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;11
"313130 Ipatinga";-;7;1;5;20;12;100;6;4;1;9;7;43;27;41;5;1;-;9;6;32;9;2;7;10;7;8;7;8;8;7;2;8;9;1;80;11;-;623;17;-;-;117;32;25;7;265;241;281;299;128;45;120;-;2;-;88;3;2813
"313140 Ipiaçu";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313150 Ipuiúna";-;-;-;-;1;-;7;-;-;-;-;-;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;2;-;-;-;1;2;-;-;-;18;2;-;-;2;-;-;-;-;1;45
"313160 Iraí de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"313170 Itabira";1;6;-;4;9;3;103;1;2;2;5;1;15;11;16;4;-;-;3;5;26;13;2;11;9;8;8;8;10;9;18;5;7;8;4;56;14;2;133;6;-;-;38;9;6;12;66;26;77;110;35;38;51;-;2;1;50;-;1069
"313190 Itabirito";-;2;-;3;2;2;21;-;-;-;1;-;4;3;2;-;-;-;-;-;1;6;-;-;3;1;3;2;2;2;2;2;2;2;2;7;1;-;10;2;-;-;4;4;2;-;2;-;17;13;-;8;11;-;1;-;-;1;153
"313200 Itacambira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313210 Itacarambi";-;-;-;-;1;-;2;-;-;-;-;-;2;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;3;-;-;-;3;-;-;3;2;2;-;2;2;1;-;1;1;3;11;1;-;-;1;-;-;-;-;46
"313220 Itaguara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;10;-;-;6;7;-;-;-;-;-;25
"313230 Itaipé";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;3;1;1;-;2;-;4;3;11;1;2;-;-;-;-;1;32
"313240 Itajubá";1;5;2;4;15;4;29;2;2;1;3;1;20;6;13;3;-;-;4;2;5;16;8;7;1;1;1;1;-;1;1;1;1;1;-;35;11;1;137;12;1;1;33;10;17;7;77;30;130;111;52;38;37;3;3;2;40;10;960
"313250 Itamarandiba";-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2;4;2;-;1;-;-;-;-;-;-;15
"313270 Itambacuri";-;-;-;2;2;-;1;-;-;-;-;-;1;1;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;1;6;2;-;6;2;2;-;4;-;15;16;2;4;5;-;1;-;-;3;88
"313290 Itamogi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;1;5
"313300 Itamonte";-;-;-;2;-;-;4;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;2;-;-;1;1;2;-;3;-;-;6;2;7;4;-;2;-;-;6;50
"313310 Itanhandu";-;1;-;2;1;1;16;1;-;-;-;-;1;-;2;1;-;-;-;-;1;-;1;3;4;4;4;4;4;5;2;4;5;5;4;4;-;-;3;3;-;-;2;3;2;-;4;-;10;7;1;15;14;-;-;-;-;9;153
"313320 Itanhomi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;3
"313330 Itaobim";-;-;-;1;-;1;2;-;1;-;1;-;2;-;1;-;-;-;-;-;1;1;-;1;1;1;1;1;1;1;2;1;1;1;1;3;1;-;-;-;-;-;1;-;-;-;-;-;-;2;4;4;4;-;-;1;-;1;45
"313340 Itapagipe";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;-;1;-;1;-;1;-;1;1;1;-;-;-;-;-;-;-;11
"313350 Itapecerica";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;8;1;-;-;-;1;21
"313360 Itapeva";-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"313370 Itatiaiuçu";-;-;-;1;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;13
"313375 Itaú de Minas";-;-;-;-;-;-;1;-;-;-;-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;2;3;-;-;-;-;-;5;-;-;-;-;-;1;11;-;1;2;-;-;-;-;1;37
"313380 Itaúna";-;1;-;7;6;-;62;2;2;-;4;1;12;3;6;-;1;-;3;2;5;2;3;4;4;4;4;5;6;5;2;4;3;4;2;21;3;-;73;5;-;-;15;14;10;2;37;5;40;65;20;28;39;-;2;-;54;3;605
"313410 Itueta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313420 Ituiutaba";-;3;-;4;5;4;31;1;3;2;2;1;21;12;7;1;-;-;1;1;11;1;2;4;6;6;7;4;7;5;4;4;4;6;2;25;5;-;62;5;-;-;28;6;8;5;42;4;78;67;11;11;16;-;-;1;29;5;580
"313430 Itumirim";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"313440 Iturama";-;-;1;-;3;1;2;-;1;-;-;-;3;3;1;1;1;-;1;1;3;-;-;2;3;3;3;3;4;3;5;3;3;5;2;7;2;-;-;2;-;-;2;1;2;-;-;-;5;7;-;10;15;-;1;-;-;1;116
"313450 Itutinga";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313460 Jaboticatubas";-;-;-;-;1;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;-;-;-;1;-;-;-;1;-;-;-;1;1;3;-;-;-;-;1;16
"313470 Jacinto";-;-;-;-;1;-;1;-;-;-;-;-;-;-;3;-;-;-;-;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;1;-;-;1;-;-;-;1;-;-;5;1;3;4;-;-;-;-;-;28
"313490 Jacutinga";-;-;-;1;-;4;3;-;-;-;2;1;3;1;2;2;2;-;-;-;2;-;-;4;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;3;-;-;3;1;2;-;8;-;14;7;2;6;4;-;2;-;-;1;85
"313505 Jaíba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;1;1;-;-;1;1;1;1;1;1;1;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"313507 Jampruca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313510 Janaúba";-;2;-;4;5;-;6;-;-;-;4;1;12;10;6;1;-;-;1;-;9;19;1;1;4;4;4;3;4;2;4;4;5;5;2;23;2;-;37;2;-;5;15;4;6;1;20;5;20;52;24;6;13;-;1;-;32;3;394
"313520 Januária";-;2;-;3;3;1;15;-;-;-;1;-;4;-;11;1;-;-;-;1;3;-;-;-;1;1;1;1;1;1;1;-;-;-;-;12;2;-;5;2;-;-;6;4;2;-;13;-;7;20;9;1;1;-;-;-;-;-;136
"313540 Jeceaba";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4;-;1;1;-;-;-;-;-;8
"313550 Jequeri";-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"313570 Jequitibá";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;1;1;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"313580 Jequitinhonha";-;1;-;-;-;1;1;-;-;-;-;-;2;-;3;1;-;-;-;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7;-;-;1;3;-;-;2;2;2;-;2;-;4;9;1;9;16;-;-;-;-;-;71
"313600 Joaíma";-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;1;-;-;-;1;2;1;-;-;-;-;-;-;-;10
"313620 João Monlevade";-;5;-;3;5;3;58;2;1;-;3;1;13;1;8;3;1;-;4;9;17;1;4;3;1;1;1;1;1;1;6;1;1;1;-;28;6;-;39;8;-;-;17;8;2;3;7;10;66;41;15;19;28;3;-;-;29;5;494
"313630 João Pinheiro";-;1;-;5;2;2;2;-;-;-;1;-;4;7;7;1;-;-;-;1;3;1;-;2;1;1;1;1;1;-;1;1;1;1;-;5;-;-;4;7;-;-;5;7;7;-;8;-;5;19;3;5;11;-;-;-;-;2;136
"313650 Jordânia";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;3;2;-;-;-;-;-;12
"313665 Juatuba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5;-;4;6;-;-;-;-;-;17
"313670 Juiz de Fora";5;15;8;21;54;22;240;9;12;4;24;16;79;40;48;11;1;-;41;16;81;21;28;55;48;46;49;46;51;43;54;31;52;53;7;228;24;4;1630;62;1;13;234;101;145;41;552;167;545;789;378;159;138;52;12;6;63;35;6710
"313690 Juruaia";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;4
"313700 Ladainha";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"313710 Lagamar";-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;5;-;-;2;2;-;-;-;-;-;18
"313720 Lagoa da Prata";-;-;-;-;1;1;3;-;1;-;1;-;2;-;4;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;-;-;28
"313740 Lagoa Dourada";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;1;-;-;-;2;-;-;10;-;-;1;-;1;-;-;-;18
"313750 Lagoa Formosa";-;-;-;-;1;-;16;-;-;-;-;-;1;-;2;-;-;-;-;-;1;3;-;1;1;-;1;-;-;-;2;-;-;1;-;4;3;-;2;-;-;-;4;-;-;-;3;-;-;12;1;3;2;-;-;-;-;1;65
"313753 Lagoa Grande";-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"313760 Lagoa Santa";-;3;-;5;5;10;30;1;1;-;2;1;3;2;4;1;-;-;4;-;4;22;3;2;2;2;2;3;2;2;3;2;2;2;1;32;-;-;29;3;-;-;25;5;5;-;28;12;9;45;6;9;16;3;3;-;-;2;358
"313770 Lajinha";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313780 Lambari";-;-;-;-;-;-;1;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;5;3;-;-;-;-;1;16
"313800 Laranjal";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313810 Lassance";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;4
"313820 Lavras";1;2;-;7;9;11;88;-;1;3;5;1;19;6;19;1;-;-;14;8;36;4;7;17;-;-;-;-;-;-;9;-;-;-;-;33;9;-;97;8;1;-;41;10;19;5;108;31;127;141;49;31;29;20;42;1;42;1;1113
"313835 Leme do Prado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;2
"313840 Leopoldina";-;-;2;-;2;-;1;-;1;-;1;1;3;1;1;-;1;-;2;3;4;10;1;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;15;-;-;-;-;7;84
"313860 Lima Duarte";-;-;-;1;-;2;1;-;-;-;-;-;2;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;2;2;-;-;3;1;2;-;5;4;-;11;1;2;7;-;-;-;-;1;56
"313862 Limeira do Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;2;-;-;-;-;1;7
"313865 Lontra";-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;-;-;-;-;1;10
"313867 Luisburgo";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"313880 Luz";-;-;-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5;-;1;1;1;1;1;1;1;1;-;1;1;-;1;-;-;5;-;-;-;2;-;1;-;2;-;-;8;2;5;4;-;-;-;-;1;50
"313890 Machacalis";-;-;-;-;-;1;1;-;-;-;-;-;-;1;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;1;-;-;2;-;6;3;1;2;2;-;-;-;-;-;26
"313900 Machado";-;1;1;-;2;1;15;-;-;-;1;-;2;2;1;1;-;-;-;1;3;8;-;1;-;-;-;-;-;-;-;-;-;-;-;15;1;-;8;4;-;-;9;2;5;-;5;-;5;23;2;5;3;-;-;-;-;1;128
"313910 Madre de Deus de Minas";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;5
"313920 Malacacheta";-;-;-;-;-;1;3;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;3;3;-;-;3;4;2;-;6;-;11;13;3;2;5;-;-;-;-;1;65
"313925 Mamonas";-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5
"313930 Manga";-;-;-;-;1;-;-;-;-;-;-;-;1;1;2;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;4;-;-;-;3;-;-;4;3;2;-;7;-;4;8;1;-;-;-;-;-;-;-;44
"313940 Manhuaçu";-;2;2;1;11;1;6;-;3;1;3;4;5;1;3;2;1;-;-;1;5;-;1;1;-;-;-;-;-;-;-;-;-;-;-;19;4;-;43;10;-;-;20;14;10;2;47;-;71;57;27;-;-;7;-;-;51;-;436
"313950 Manhumirim";-;-;-;-;-;-;4;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;18
"313960 Mantena";-;1;-;1;2;1;1;-;-;-;-;-;-;1;-;1;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;1;3;-;-;3;1;3;-;3;2;10;8;3;3;7;-;-;-;-;-;63
"313980 Mar de Espanha";-;-;-;-;-;1;3;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2;-;-;-;1;-;-;1;-;3;3;-;-;-;-;-;21
"313970 Maravilhas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"313990 Maria da Fé";-;-;-;-;1;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;-;-;-;-;-;18
"314000 Mariana";-;-;-;3;1;1;14;-;1;-;2;-;5;1;5;-;1;-;-;-;1;1;-;-;1;1;1;1;1;1;1;-;1;1;-;6;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;69
"314010 Marilac";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"314015 Mário Campos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;2;-;-;-;2;-;8;5;-;1;3;-;-;-;-;1;26
"314020 Maripá de Minas";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;6
"314040 Marmelópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"314050 Martinho Campos";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
"314070 Mateus Leme";-;-;-;-;1;-;2;-;-;-;-;-;2;1;2;-;-;-;1;1;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;3;-;-;-;-;-;4;1;-;6;3;-;-;-;-;-;35
"314080 Matias Barbosa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1;-;4;9;-;-;-;-;-;18
"314085 Matias Cardoso";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314090 Matipó";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"314100 Mato Verde";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"314110 Matozinhos";-;-;-;1;3;-;5;-;-;-;-;-;2;2;3;1;1;-;-;-;1;-;1;2;1;1;1;1;-;-;-;1;1;1;-;8;-;-;2;3;-;-;8;6;4;-;5;2;4;6;5;9;7;-;-;-;-;-;98
"314120 Matutina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"314140 Medina";-;1;-;1;1;1;-;-;-;-;-;-;1;1;5;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;5;2;-;-;1;2;1;-;4;-;-;5;1;2;2;-;-;-;-;1;41
"314160 Mercês";-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"314180 Minas Novas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;4;-;-;-;-;1;9
"314190 Minduri";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;4
"314200 Mirabela";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314220 Miraí";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;8
